Id_Vehiculo,Id_Usuario,Placa,Color
1711,1612,MA 4536 VD,Naranja
1712,1613,GC 1808 NE,Gris
1713,1614,9661 XCH,Café
1714,1615,V 6641 LL,Rojo
1715,1616,1443 PCC,Blanco
1716,1617,5883 VWX,Amarillo
1717,1618,0394 BCB,Rojo
1718,1619,Z 1732 ZD,Amarillo
1719,1620,1321 HFX,Negro
1720,1621,1716 VKC,Verde
1721,1622,7194 VVK,Gris
1722,1623,7102 WMD,Amarillo
1723,1624,6635 NCM,Gris
1724,1625,LE 0241 MG,Azul
1725,1626,7282 YRW,Amarillo
1726,1627,8387 KTR,Plateado
1727,1628,4611 XGN,Gris
1728,1629,3473 RMJ,Negro
1729,1630,A 4641 ZD,Amarillo
1730,1631,2026 RZJ,Negro
1731,1632,HU 1301 OB,Negro
1732,1633,O 0020 SJ,Gris
1733,1634,CA 6550 SH,Gris
1734,1635,4276 JTD,Azul
1735,1636,BA 3602 KM,Naranja
1736,1637,O 3507 IO,Rojo
1737,1638,7996 BCM,Café
1738,1639,LO 8003 FA,Gris
1739,1640,LO 7131 GB,Gris
1740,1641,HU 3570 AO,Azul
1741,1642,0256 CCH,Azul
1742,1643,1871 NCP,Verde
1743,1644,8052 LYC,Plateado
1744,1645,IB 2306 XO,Azul
1745,1646,TF 0046 NF,Azul
1746,1647,5535 XLJ,Naranja
1747,1648,1705 BGP,Azul
1748,1649,3931 YYS,Naranja
1749,1650,5819 HJW,Azul
1750,1651,1125 BDF,Rojo
1751,1652,0770 KCZ,Rojo
1752,1653,CU 6248 SX,Rojo
1753,1654,2618 GCF,Café
1754,1655,4621 GJW,Café
1755,1656,5661 GFX,Negro
1756,1657,6411 HSS,Rojo
1757,1658,TO 8301 JL,Café
1758,1659,5144 MWS,Café
1759,1660,9354 RJF,Negro
1760,1661,7596 VKJ,Negro
1761,1662,TO 0201 CJ,Rojo
1762,1663,1119 YWT,Rojo
1763,1664,SG 1925 MX,Negro
1764,1665,H 1126 TV,Café
1765,1666,0632 YFZ,Blanco
1766,1667,2484 FHH,Verde
1767,1668,J 2077 MJ,Verde
1768,1669,4306 FJZ,Amarillo
1769,1670,T 4922 LA,Negro
1770,1671,S 0100 WN,Naranja
1771,1672,LE 0479 PD,Verde
1772,1673,2011 WYD,Rojo
1773,1674,MU 4071 BC,Rojo
1774,1675,2618 SVC,Amarillo
1775,1676,V 5120 PA,Negro
1776,1677,5126 FFL,Plateado
1777,1678,3745 YKT,Naranja
1778,1679,1658 MLH,Rojo
1779,1680,4011 NMD,Negro
1780,1681,1598 WWN,Blanco
1781,1682,CO 3051 XD,Naranja
1782,1683,8278 FZZ,Rojo
1783,1684,ZA 5684 OZ,Naranja
1784,1685,0600 HHT,Café
1785,1686,AV 8530 WC,Café
1786,1687,GC 9543 HS,Amarillo
1787,1688,5560 MPN,Blanco
1788,1689,MA 1958 YE,Verde
1789,1690,2641 LRL,Plateado
1790,1691,1867 JPX,Rojo
1791,1692,9225 FSK,Gris
1792,1693,0076 SVL,Café
1793,1694,B 9395 AN,Gris
1794,1695,2850 GLN,Plateado
1795,1696,VA 2128 NP,Negro
1796,1697,L 7967 MY,Blanco
1797,1698,8743 RGY,Gris
1798,1699,NA 3232 LL,Naranja
1799,1700,LO 7870 AZ,Café
1800,1701,IB 3104 TH,Café
1801,1702,2217 FKL,Negro
1802,1703,9433 VSX,Negro
1803,1704,J 5321 GT,Blanco
1804,1705,SS 9054 KW,Verde
1805,1706,6888 PTY,Verde
1806,1707,IB 0366 ZU,Azul
1807,1708,4421 XSX,Amarillo
1808,1709,T 8618 PB,Gris
1809,1710,0621 MMV,Azul
1810,1711,CS 8584 BB,Café
1811,1712,C 4964 IU,Blanco
1812,1713,8247 DRF,Blanco
1813,1714,2256 MGL,Naranja
1814,1715,6953 PCS,Verde
1815,1716,9676 DFC,Plateado
1816,1717,1755 KVG,Azul
1817,1718,PM 9007 US,Negro
1818,1719,7026 CBP,Rojo
1819,1720,TE 6521 ES,Azul
1820,1721,CR 8676 ZK,Gris
1821,1722,6874 VPR,Plateado
1822,1723,5372 XVM,Azul
1823,1724,9604 XNZ,Blanco
1824,1725,BI 4746 PY,Azul
1825,1726,GC 3610 DV,Naranja
1826,1727,O 6852 CW,Plateado
1827,1728,2101 GXM,Rojo
1828,1729,1020 SJB,Gris
1829,1730,A 1738 BE,Negro
1830,1731,5780 TFB,Azul
1831,1732,2190 CKD,Azul
1832,1733,3017 FDG,Azul
1833,1734,OU 8208 CX,Amarillo
1834,1735,M 8075 MJ,Plateado
1835,1736,ZA 6325 OA,Café
1836,1737,OR 9546 WP,Naranja
1837,1738,CC 7274 PW,Azul
1838,1739,LO 6593 LO,Verde
1839,1740,1456 JXD,Amarillo
1840,1741,9209 XZD,Naranja
1841,1742,GI 0423 LK,Naranja
1842,1743,7095 DXM,Verde
1843,1744,SE 6128 SN,Amarillo
1844,1745,8141 YNP,Naranja
1845,1746,TO 2907 BP,Rojo
1846,1747,5796 LBH,Gris
1847,1748,8503 DXD,Blanco
1848,1749,8056 KZK,Azul
1849,1750,AV 6706 YZ,Café
1850,1751,TO 9704 KW,Gris
1851,1752,Z 4522 EG,Rojo
1852,1753,1642 BDY,Gris
1853,1754,3363 NNS,Naranja
1854,1755,O 7922 XM,Blanco
1855,1756,L 0394 FD,Plateado
1856,1757,9055 ZXS,Plateado
1857,1758,CE 5160 KV,Amarillo
1858,1759,7702 XHD,Blanco
1859,1760,C 8342 WN,Rojo
1860,1761,AB 7613 CT,Amarillo
1861,1762,9892 ZJP,Verde
1862,1763,7640 KFB,Azul
1863,1764,B 0579 JS,Café
1864,1765,0852 WDB,Gris
1865,1766,7502 JXJ,Plateado
1866,1767,3342 GWN,Plateado
1867,1768,0566 ZBR,Gris
1868,1769,LU 3605 IX,Rojo
1869,1770,SE 5722 IH,Café
1870,1771,LO 1192 EH,Rojo
1871,1772,GC 7568 XI,Verde
1872,1773,1648 CLY,Plateado
1873,1774,8647 FYX,Blanco
1874,1775,4176 CFD,Rojo
1875,1776,2479 VNY,Verde
1876,1777,6439 HGC,Naranja
1877,1778,CO 6277 SW,Amarillo
1878,1779,VA 6283 FB,Plateado
1879,1780,LO 3358 KO,Negro
1880,1781,C 8104 NI,Azul
1881,1782,LO 6019 YC,Verde
1882,1783,PM 3428 PW,Amarillo
1883,1784,1737 TDH,Verde
1884,1785,9493 PBL,Azul
1885,1786,0012 CBJ,Negro
1886,1787,OR 1217 HD,Blanco
1887,1788,BI 6221 ZS,Negro
1888,1789,CE 1385 VK,Naranja
1889,1790,LO 3258 AC,Gris
1890,1791,5483 XXL,Naranja
1891,1792,3893 YZL,Naranja
1892,1793,GR 8786 WV,Gris
1893,1794,PM 5541 LJ,Negro
1894,1795,3190 JPW,Azul
1895,1796,6434 YCN,Plateado
1896,1797,5046 RWN,Plateado
1897,1798,3474 XZK,Rojo
1898,1799,2341 WYT,Rojo
1899,1800,1964 RBP,Negro
1900,1801,PO 2629 WJ,Café
1901,1802,4793 RVV,Azul
1902,1803,0314 BRX,Verde
1903,1804,3148 KCL,Rojo
1904,1805,NA 6232 MT,Amarillo
1905,1806,L 9296 OP,Plateado
1906,1807,AL 2429 OJ,Negro
1907,1808,1039 DCS,Naranja
1908,1809,MU 8489 WV,Plateado
1909,1810,3184 WYR,Café
1910,1811,0147 MJF,Café
1911,1812,TE 0445 GN,Blanco
1912,1813,PM 1801 HX,Naranja
1913,1814,1023 FFD,Café
1914,1815,7390 DXH,Amarillo
1915,1816,3001 WWR,Rojo
1916,1817,A 1060 OV,Blanco
1917,1818,7088 VWW,Rojo
1918,1819,GR 8986 AH,Plateado
1919,1820,1291 PYB,Café
1920,1821,SE 2562 XB,Blanco
1921,1822,TF 4477 UA,Azul
1922,1823,2936 GVS,Naranja
1923,1824,C 0594 FO,Amarillo
1924,1825,0994 DCP,Negro
1925,1826,3508 YYF,Blanco
1926,1827,6181 LNP,Azul
1927,1828,9393 FZM,Blanco
1928,1829,0557 MWX,Amarillo
1929,1830,5737 ZTN,Azul
1930,1831,2905 NWL,Blanco
1931,1832,5169 HLX,Café
1932,1833,0450 WFW,Plateado
1933,1834,5018 GWW,Gris
1934,1835,ZA 3660 XP,Café
1935,1836,6551 HKC,Negro
1936,1837,0708 WKY,Plateado
1937,1838,SE 6119 LJ,Azul
1938,1839,V 5472 JW,Blanco
1939,1840,CE 2279 SS,Naranja
1940,1841,J 2782 XU,Blanco
1941,1842,9679 XGX,Amarillo
1942,1843,SA 6221 EO,Gris
1943,1844,S 9649 TH,Naranja
1944,1845,CS 5269 WK,Negro
1945,1846,BI 6128 CW,Verde
1946,1847,8637 GYV,Café
1947,1848,2672 PHW,Verde
1948,1849,4515 NCX,Rojo
1949,1850,6554 FKR,Rojo
1950,1851,CE 4302 NP,Verde
1951,1852,PO 9300 ZO,Naranja
1952,1853,PO 9757 YL,Gris
1953,1854,7275 GYC,Negro
1954,1855,6232 BPP,Verde
1955,1856,7232 FVT,Amarillo
1956,1857,6415 TKZ,Blanco
1957,1858,ZA 7755 LS,Azul
1958,1859,2261 FDL,Azul
1959,1860,GU 5745 IK,Verde
1960,1861,GU 8514 UC,Amarillo
1961,1862,LE 4130 OH,Blanco
1962,1863,8468 YHM,Plateado
1963,1864,SE 6696 FD,Negro
1964,1865,1422 SRY,Azul
1965,1866,8516 ZSL,Amarillo
1966,1867,LE 5773 AN,Plateado
1967,1868,0943 DZS,Naranja
1968,1869,6246 LTD,Plateado
1969,1870,0113 RXJ,Verde
1970,1871,P 2415 YL,Verde
1971,1872,VI 0254 LN,Naranja
1972,1873,GC 8695 WS,Blanco
1973,1874,8243 CLX,Gris
1974,1875,Z 5713 TI,Blanco
1975,1876,BI 6622 BK,Verde
1976,1877,8839 JTZ,Azul
1977,1878,GE 8264 LI,Naranja
1978,1879,BU 5777 IC,Rojo
1979,1880,SA 9549 FL,Naranja
1980,1881,5173 HHN,Gris
1981,1882,8999 GPT,Negro
1982,1883,MA 4764 XY,Azul
1983,1884,6190 RJP,Amarillo
1984,1885,BU 8794 DB,Blanco
1985,1886,5561 FBC,Café
1986,1887,AL 9109 KA,Plateado
1987,1888,SE 8918 OT,Blanco
1988,1889,P 1235 NL,Café
1989,1890,O 5677 WO,Rojo
1990,1891,VI 5130 LV,Amarillo
1991,1892,TF 4955 NC,Verde
1992,1893,C 2821 HW,Rojo
1993,1894,IB 0105 DW,Rojo
1994,1895,5061 LRV,Gris
1995,1896,3238 LLM,Verde
1996,1897,CS 3308 VE,Amarillo
1997,1898,6726 WDR,Azul
1998,1899,BI 7784 XC,Verde
1999,1900,SA 9282 KH,Verde
2000,1901,H 1184 VJ,Café
2001,1902,5288 CFB,Rojo
2002,1903,1252 ZZV,Amarillo
2003,1904,8071 TWZ,Naranja
2004,1905,HU 7977 NV,Plateado
2005,1906,AL 2237 KU,Amarillo
2006,1907,2283 MMT,Blanco
2007,1908,3414 HDX,Café
2008,1909,6903 YZN,Amarillo
2009,1910,BI 6690 GA,Rojo
2010,1911,6335 ZXM,Amarillo
2011,1912,CS 5373 NV,Negro
2012,1913,9334 RJD,Amarillo
2013,1914,BU 9708 CJ,Blanco
2014,1915,IB 7416 IA,Gris
2015,1916,CR 7526 IF,Gris
2016,1917,2761 VRY,Rojo
2017,1918,MA 4590 TB,Café
2018,1919,TO 5678 SM,Café
2019,1920,4414 ZDY,Café
2020,1921,3096 MKY,Amarillo
2021,1922,SA 1124 IN,Plateado
2022,1923,TF 2620 JF,Plateado
2023,1924,7052 NHT,Rojo
2024,1925,9675 TZP,Naranja
2025,1926,4881 BRG,Rojo
2026,1927,1864 TYN,Rojo
2027,1928,4175 HMV,Amarillo
2028,1929,0187 GHR,Rojo
2029,1930,BA 1838 EJ,Azul
2030,1931,CO 8801 ND,Café
2031,1932,1391 ZGM,Plateado
2032,1933,SE 7257 JK,Azul
2033,1934,MU 0549 AA,Verde
2034,1935,GI 0536 OT,Plateado
2035,1936,4789 MCD,Naranja
2036,1937,L 8940 OG,Azul
2037,1938,SA 3451 SZ,Plateado
2038,1939,PO 1009 YA,Blanco
2039,1940,GR 0515 CW,Negro
2040,1941,8377 TRB,Café
2041,1942,6873 SZZ,Amarillo
2042,1943,LE 1839 AG,Negro
2043,1944,3041 RVN,Naranja
2044,1945,VA 7870 NX,Blanco
2045,1946,SO 9062 DD,Negro
2046,1947,GR 5511 MA,Azul
2047,1948,7072 LJK,Amarillo
2048,1949,BU 5177 GH,Azul
2049,1950,M 0180 DS,Plateado
2050,1951,VI 6381 MB,Gris
2051,1952,2021 KFG,Negro
2052,1953,AL 7416 SM,Amarillo
2053,1954,6374 FGW,Verde
2054,1955,8713 MJP,Azul
2055,1956,0805 NTJ,Amarillo
2056,1957,6605 CWT,Gris
2057,1958,3112 WXV,Gris
2058,1959,1620 JPR,Azul
2059,1960,2202 PKZ,Gris
2060,1961,3009 KLT,Gris
2061,1962,P 2560 NI,Gris
2062,1963,2123 LCZ,Negro
2063,1964,3907 LYJ,Verde
2064,1965,IB 2080 EW,Azul
2065,1966,7456 LXY,Verde
2066,1967,HU 5946 GO,Gris
2067,1968,6128 KSY,Verde
2068,1969,4465 YBP,Café
2069,1970,GU 6482 PX,Amarillo
2070,1971,GC 4922 MB,Plateado
2071,1972,8742 CZF,Blanco
2072,1973,GE 7415 EK,Rojo
2073,1974,Z 6729 AX,Plateado
2074,1975,SS 5745 YD,Café
2075,1976,VA 1879 NO,Azul
2076,1977,7862 JSC,Azul
2077,1978,9210 FXF,Gris
2078,1979,6798 RBD,Amarillo
2079,1980,6267 RDZ,Blanco
2080,1981,4943 JTV,Verde
2081,1982,0158 FXN,Plateado
2082,1983,9406 TKG,Café
2083,1984,LU 9015 SH,Negro
2084,1985,TF 6252 PD,Café
2085,1986,9929 FYP,Rojo
2086,1987,MU 8546 AN,Gris
2087,1988,J 3279 MG,Verde
2088,1989,3265 JXF,Amarillo
2089,1990,IB 5873 OO,Café
2090,1991,9963 XDV,Café
2091,1992,Z 1923 HB,Negro
2092,1993,AB 1998 UT,Blanco
2093,1994,MA 8451 ES,Negro
2094,1995,V 7936 AU,Plateado
2095,1996,3639 KWS,Amarillo
2096,1997,4536 HMY,Verde
2097,1998,HU 5999 CD,Azul
2098,1999,1123 VHW,Amarillo
2099,2000,6756 FPL,Plateado
